"month","day","week","observer","transect","lat","lon","elevation_m","time_beg","duration_s","temp_avg","wind_avg","air_quality","weather","family","genus","species","number"
5,31,1,"Freya","BGP",49.0245,-123.0564,5,11:32:00,660,15,3,1,"sunny","Pieridae","Pieris","rapae",1
5,30,1,"Freya","KPP",50.6698,-120.4153,719,11:25:00,1020,15,2.5,1,"partly cloudy","Papilionidae","Papilio","multicaudata",3
5,30,1,"Freya","KPP",50.6698,-120.4153,719,11:25:00,1020,15,2.5,1,"partly cloudy","Papilionidae","Papilio",NA,1
5,30,1,"Freya","KPP",50.6698,-120.4153,719,11:25:00,1020,15,2.5,1,"partly cloudy","Lycaenidae","Glaucopsyche","lygdamus",3
5,30,1,"Freya","KPP",50.6698,-120.4153,719,11:25:00,1020,15,2.5,1,"partly cloudy","Pieridae","Pontia",NA,2
5,30,1,"Freya","PSL",50.6633,-120.3285,447,10:15:00,1020,15,2.5,1,"partly cloudy","Nymphalidae","Coenonnympha","california",1
5,30,1,"Freya","PSL",50.6633,-120.3285,447,10:15:00,1020,15,2.5,1,"partly cloudy","Hesperiidae","Amblyscirtes","vialis",1
5,30,1,"Freya","PSL",50.6633,-120.3285,447,10:15:00,1020,15,2.5,1,"partly cloudy","Lycaenidae","Glaucopsyche","lygdamus",7
5,30,1,"Freya","PSL",50.6633,-120.3285,447,10:15:00,1020,15,2.5,1,"partly cloudy","Lycaenidae",NA,NA,1
6,8,2,"Freya","RTT",49.0887,-119.5351,287,11:54:00,1020,18,2,1,"partly cloudy","Nymphalidae","Phyciodes",NA,1
6,8,2,"Freya","RTT",49.0887,-119.5351,287,11:54:00,1020,18,2,1,"partly cloudy","Pieridae",NA,NA,5
6,8,2,"Freya","RTT",49.0887,-119.5351,287,11:54:00,1020,18,2,1,"partly cloudy","Nymphalidae","Algais","milberti",3
6,8,2,"Freya","OKF",49.3384,-119.5804,340,14:32:00,1200,16,0,1,"partly cloudy","Pieridae",NA,NA,1
6,8,2,"Freya","OKF",49.3384,-119.5804,340,14:32:00,1200,16,0,1,"partly cloudy","Papilionidae","Papilio",NA,5
6,8,2,"Freya","OKF",49.3384,-119.5804,340,14:32:00,1200,16,0,1,"partly cloudy","Pieridae","Pieris","rapae",3
6,8,2,"Freya","KSP",49.3918,-119.5891,322,15:47:00,780,18,0,1,"partly cloudy","Pieridae","Pieris","rapae",1
6,11,2,"Freya","OHR",49.4214,-120.2563,568,10:22:00,900,18,1.5,1,"sunny","Nymphalidae","Euphydryas","anicia",13
6,11,2,"Freya","OHR",49.4214,-120.2563,568,10:22:00,900,18,1.5,1,"sunny","Nymphalidae","Limenitis","lorquini",4
6,11,2,"Freya","OHR",49.4214,-120.2563,568,10:22:00,900,18,1.5,1,"sunny","Papilionidae","Papilio","multicaudata",1
6,11,2,"Freya","OHR",49.4214,-120.2563,568,10:22:00,900,18,1.5,1,"sunny","Nymphalidae","Coenonnympha","california",1
6,11,2,"Freya","PBM",49.4421,-120.5734,889,13:56:00,900,18,2,1,"partly cloudy","Nymphalidae","Euphydryas","anicia",25
6,11,2,"Freya","PBM",49.4421,-120.5734,889,13:56:00,900,18,2,1,"partly cloudy","Hesperiidae","Erynnis",NA,2
6,11,2,"Freya","PBM",49.4421,-120.5734,889,13:56:00,900,18,2,1,"partly cloudy","Papilionidae","Papilio",NA,1
6,11,2,"Freya","PBM",49.4421,-120.5734,889,13:56:00,900,18,2,1,"partly cloudy","Nymphalidae","Erebia","epipsodea",2
6,11,2,"Freya","PBM",49.4421,-120.5734,889,13:56:00,900,18,2,1,"partly cloudy","Lycaenidae","Plebejus","idas",1
6,11,2,"Freya","PBM",49.4421,-120.5734,889,13:56:00,900,18,2,1,"partly cloudy","Lycaenidae",NA,NA,1
6,11,2,"Freya","PBM",49.4421,-120.5734,889,13:56:00,900,18,2,1,"partly cloudy","Nymphalidae","Polygonia",NA,1
6,11,2,"Freya","MGT",49.0625,-120.7986,1185,15:28:00,960,16,2.5,1,"sunny","Hesperiidae","Carterocephalus","skada",1
6,11,2,"Freya","MGT",49.0625,-120.7986,1185,15:28:00,960,16,2.5,1,"sunny","Papilionidae","Papilio","rutulus",1
6,12,2,"Freya","CCM",49.1518,-122.0074,12,10:24:00,720,16.5,1,1,"sunny","Papilionidae","Papilio",NA,1
6,12,2,"Freya","GBH",49.0965,-122.0457,13,11:36:00,720,20,2,1,"sunny",NA,NA,NA,0
6,12,2,"Freya","PSP",49.2501,-123.1965,85,15:41:00,960,20,1,1,"sunny","Nymphalidae",NA,NA,1
6,12,2,"Freya","PSP",49.2501,-123.1965,85,15:41:00,960,20,1,1,"sunny","Lycaenidae","Callophyrs",NA,1
6,12,2,"Freya","PSP",49.2501,-123.1965,85,15:41:00,960,20,1,1,"sunny","Papilionidae","Papilio",NA,2
6,14,2,"Freya","RBG",48.4935,-123.3822,20,14:44:00,840,27,0,1,"sunny","Nymphalidae","Limetnitis","lorquini",2
6,14,2,"Freya","BHT",48.4099,-123.3644,40,13:11:00,840,23,0.5,1,"sunny","Pieridae","Pieris","rapae",1
6,14,2,"Freya","BHT",48.4099,-123.3644,40,13:11:00,840,23,0.5,1,"sunny","Hesperiidae","Thymelicus","lineola",2
6,14,2,"Freya","HRP",48.4355,-123.4065,74,11:19:00,660,24,1,1,"sunny","Papilionidae","Papilio","rutulus",2
6,14,2,"Freya","HRP",48.4355,-123.4065,74,11:19:00,660,24,1,1,"sunny","Nymphalidae","Limenitis","lorquini",2
6,14,2,"Freya","HRP",48.4355,-123.4065,74,11:19:00,660,24,1,1,"sunny","Papilionidae","Papilio","eurymedon",1
6,14,2,"Freya","CHP",48.47404,-123.3768,105,10:00:00,840,21,1,1,"sunny","Nymphalidae","Limenitis","lorquini",4
6,14,2,"Freya","CHP",48.47404,-123.3768,105,10:00:00,840,21,1,1,"sunny","Papilionidae","Papilio","rutulus",1
6,14,2,"Freya","CHP",48.47404,-123.3768,105,10:00:00,840,21,1,1,"sunny","Lycaenidae",NA,NA,1
6,21,3,"Freya","PSP",49.2501,-123.1965,85,10:16:00,720,18,1,1,"sunny","Papilionidae","Papilio","rutulus",4
6,21,3,"Freya","PSP",49.2501,-123.1965,85,10:16:00,720,18,1,1,"sunny","Papilionidae","Papilio","eurymedon",1
6,21,3,"Freya","BGP",49.0245,-123.0564,5,11:57:00,780,20,0.5,1,"sunny","Pieridae","Pieris","rapae",2
6,21,3,"Freya","BGP",49.0245,-123.0564,5,11:57:00,780,20,0.5,1,"sunny","Hesperiidae","Thymelicus","lineola",1
6,21,3,"Freya","CCM",49.1518,-122.0074,12,14:08:00,1140,25,2.5,1,"sunny","Pieridae","Pieris","rapae",1
6,21,3,"Freya","CCM",49.1518,-122.0074,12,14:08:00,1140,25,2.5,1,"sunny","Nymphalidae","Limenitis","lorquini",1
6,21,3,"Freya","CCM",49.1518,-122.0074,12,14:08:00,1140,25,2.5,1,"sunny","Papilionidae","Papilio","rutulus",1
6,21,3,"Freya","GBH",49.0965,-122.0457,13,15:13:00,840,26,2.5,1,"sunny","Papilionidae","Papilio","eurymedon",1
6,22,3,"Freya","BHT",48.4099,-123.3644,40,10:15:00,960,19,1,1,"sunny","Hesperiidae","Thymelicus","lineola",20
6,22,3,"Freya","HRP",48.4355,-123.4065,74,11:34:00,900,19,0.5,1,"sunny","Nymphalidae","Limenitis","lorquini",5
6,22,3,"Freya","HRP",48.4355,-123.4065,74,11:34:00,900,19,0.5,1,"sunny","Papilionidae","Papilio","rutulus",7
6,22,3,"Freya","HRP",48.4355,-123.4065,74,11:34:00,900,19,0.5,1,"sunny","Nymphalidae",NA,NA,2
6,22,3,"Freya","RBG",48.4935,-123.3822,20,13:03:00,840,26,0.5,1,"sunny","Nymphalidae","Limenitis","lorquini",3
6,22,3,"Freya","RBG",48.4935,-123.3822,20,13:03:00,840,26,0.5,1,"sunny","Papilionidae","Papilio","rutulus",1
6,22,3,"Freya","CHP",48.47404,-123.3768,105,13:57:00,960,26.5,0.5,1,"sunny","Papilionidae","Papilio","eurymedon",1
6,22,3,"Freya","CHP",48.47404,-123.3768,105,13:57:00,960,26.5,0.5,1,"sunny","Nymphalidae","Limenitis","lorquini",3
6,22,3,"Freya","CHP",48.47404,-123.3768,105,13:57:00,960,26.5,0.5,1,"sunny","Papilionidae","Papilio","rutulus",1
6,23,3,"Freya","MGT",49.0625,-120.7986,1185,11:03:00,900,17.5,1,1,"sunny","Nymphalidae","Phyciodes","pulchella",4
6,23,3,"Freya","MGT",49.0625,-120.7986,1185,11:03:00,900,17.5,1,1,"sunny","Hesperiidae","Limochores","sonora",1
6,23,3,"Freya","MGT",49.0625,-120.7986,1185,11:03:00,900,17.5,1,1,"sunny","Nymphalidae","Nymphalis","california",1
6,23,3,"Freya","MGT",49.0625,-120.7986,1185,11:03:00,900,17.5,1,1,"sunny","Nymphalidae",NA,NA,1
6,23,3,"Freya","JMS",49.1971,-119.7834,407,14:18:00,900,30,1,1,"sunny","Pieridae","Colias",NA,1
6,23,3,"Freya","JMS",49.1971,-119.7834,407,14:18:00,900,30,1,1,"sunny","Pieridae","Pieris","rapae",9
6,23,3,"Freya","JMS",49.1971,-119.7834,407,14:18:00,900,30,1,1,"sunny","Papilionidae","Papilio",NA,2
6,23,3,"Freya","OKF",49.3384,-119.5804,340,15:34:00,900,27,2.5,1,"partly cloudy","Papilionidae","Papilio",NA,4
6,23,3,"Freya","OKF",49.3384,-119.5804,340,15:34:00,900,27,2.5,1,"partly cloudy","Papilionidae","Papilio","multicaudata",1
6,24,3,"Freya","UBC",49.942,-119.3988,480,10:00:00,840,22,1,1,"sunny","Pieridae","Pieris","rapae",1
6,24,3,"Freya","UBC",49.942,-119.3988,480,10:00:00,840,22,1,1,"sunny","Pieridae",NA,NA,3
6,24,3,"Freya","UBC",49.942,-119.3988,480,10:00:00,840,22,1,1,"sunny","Papilionidae","Papilio",NA,1
6,24,3,"Freya","UBC",49.942,-119.3988,480,10:00:00,840,22,1,1,"sunny","Nymphalidae",NA,NA,1
6,24,3,"Freya","RRP",49.8802,-119.5763,575,12:23:00,840,27,1.5,1,"sunny","Nymphalidae","Erebia","epipsodea",1
6,24,3,"Freya","KMP",49.8645,-119.4583,351,10:56:00,1020,25,0.5,1,"sunny","Pieridae","Pieris","rapae",14
6,24,3,"Freya","KMP",49.8645,-119.4583,351,10:56:00,1020,25,0.5,1,"sunny","Papilionidae","Papilio",NA,4
6,24,3,"Freya","KMP",49.8645,-119.4583,351,10:56:00,1020,25,0.5,1,"sunny","Nymphalidae",NA,NA,2
6,24,3,"Freya","KMP",49.8645,-119.4583,351,10:56:00,1020,25,0.5,1,"sunny","Pieridae","Colias",NA,1
6,24,3,"Freya","PML",49.5049,-119.6405,491,14:06:00,960,27,1,1,"partly cloudy","Papilionidae","Papilio",NA,7
6,24,3,"Freya","PML",49.5049,-119.6405,491,14:06:00,960,27,1,1,"partly cloudy","Hesperiidae","Amblyscirtes","vialis",1
6,24,3,"Freya","PML",49.5049,-119.6405,491,14:06:00,960,27,1,1,"partly cloudy","Pieridae","Pieris","rapae",1
6,24,3,"Freya","PML",49.5049,-119.6405,491,14:06:00,960,27,1,1,"partly cloudy","Nymphalidae","Cercyonis","pegala",1
6,24,3,"Freya","PML",49.5049,-119.6405,491,14:06:00,960,27,1,1,"partly cloudy","Lycaenidae","Everes","amyntula",1
6,25,3,"Freya","OHR",49.4214,-120.2563,568,10:08:00,960,19,1,1,"sunny","Nymphalidae","Limenitis","lorquini",2
6,25,3,"Freya","OHR",49.4214,-120.2563,568,10:08:00,960,19,1,1,"sunny","Nymphalidae","Euphydryas","anicia",17
6,25,3,"Freya","OHR",49.4214,-120.2563,568,10:08:00,960,19,1,1,"sunny","Pieridae","Pontia",NA,2
6,25,3,"Freya","OHR",49.4214,-120.2563,568,10:08:00,960,19,1,1,"sunny","Nymphalidae","Nymphalis","californica",3
6,25,3,"Freya","OHR",49.4214,-120.2563,568,10:08:00,960,19,1,1,"sunny","Papilionidae","Papilio","multicaudata",2
6,25,3,"Freya","OHR",49.4214,-120.2563,568,10:08:00,960,19,1,1,"sunny","Nymphalidae","Vanessa","cardui",2
6,25,3,"Freya","OHR",49.4214,-120.2563,568,10:08:00,960,19,1,1,"sunny","Nymphalidae","Erebia","epipsodea",1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Lycaenidae","Tharsalea","heteronea",1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Pieridae","Pieris","rapae",32
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Papilionidae","Papilio",NA,1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Hesperiidae",NA,NA,1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Nymphalidae","Vanessa","cardui",1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Lycaenidae","Icaricia","icaroides",2
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Pieridae","Pontia",NA,3
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Lycaenidae","Strymon","melinus",1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Pieridae","Colias",NA,1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Papilionidae","Papilio","eurymedon",1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Nymphalidae","Phyciodes","cocyta",1
6,25,3,"Freya","KWL",49.3013,-119.6279,571,11:31:00,1080,27,2.5,1,"sunny","Nymphalidae","Argynnis",NA,1
6,25,3,"Freya","RTT",49.0887,-119.5351,287,12:55:00,960,29,3,1,"sunny","Lycaenidae",NA,NA,1
6,25,3,"Freya","RTT",49.0887,-119.5351,287,12:55:00,960,29,3,1,"sunny","Pieridae","Pieris","rapae",1
6,25,3,"Freya","RTT",49.0887,-119.5351,287,12:55:00,960,29,3,1,"sunny","Pieridae","Colias",NA,2
6,25,3,"Freya","RTT",49.0887,-119.5351,287,12:55:00,960,29,3,1,"sunny","Pieridae","Pontia",NA,2
6,25,3,"Freya","RTT",49.0887,-119.5351,287,12:55:00,960,29,3,1,"sunny","Pieridae",NA,NA,5
6,25,3,"Freya","KSP",49.3918,-119.5891,322,14:24:00,960,30,2,1,"sunny","Lycaenidae","Strymon","melinus",2
6,25,3,"Freya","KSP",49.3918,-119.5891,322,14:24:00,960,30,2,1,"sunny","Pieridae",NA,NA,1
6,25,3,"Freya","KSP",49.3918,-119.5891,322,14:24:00,960,30,2,1,"sunny","Nymphalidae",NA,NA,1
6,25,3,"Freya","KSP",49.3918,-119.5891,322,14:24:00,960,30,2,1,"sunny","Pieridae","Pieris","rapae",1
6,25,3,"Freya","KSP",49.3918,-119.5891,322,14:24:00,960,30,2,1,"sunny","Papilionidae","Papilio",NA,2
6,26,3,"Freya","PSL",50.6633,-120.3285,447,11:56:00,780,19,2,1,"cloudy",NA,NA,NA,0
6,26,3,"Freya","KPP",50.6698,-120.4153,719,12:48:00,780,19.5,0.5,1,"cloudy","Lycaenidae","Strymon","melinus",1
6,26,3,"Freya","KPP",50.6698,-120.4153,719,12:48:00,780,19.5,0.5,1,"cloudy","Nymphalidae","Argynnis",NA,NA
7,6,4,"Freya","GBH",49.0965,-122.0457,13,11:13:00,960,23,0.5,3,"sunny","Pieridae","Pieris","rapae",4
7,6,4,"Freya","CCM",49.1518,-122.0074,12,10:11:00,720,21,1,3,"sunny","Pieridae","Pieris","rapae",1
7,6,4,"Freya","CCM",49.1518,-122.0074,12,10:11:00,720,21,1,3,"sunny","Nymphalidae","Vanessa","cardui",1
7,6,4,"Freya","MGT",49.0625,-120.7986,1185,13:33:00,840,24,1.5,1,"sunny","Nymphalidae","Phyciodes","pulchella",2
7,6,4,"Freya","MGT",49.0625,-120.7986,1185,13:33:00,840,24,1.5,1,"sunny","Nymphalidae","Nymphalis","californica",7
7,6,4,"Freya","MGT",49.0625,-120.7986,1185,13:33:00,840,24,1.5,1,"sunny","Nymphalidae","Boloria","epithore",1
7,6,4,"Freya","MGT",49.0625,-120.7986,1185,13:33:00,840,24,1.5,1,"sunny","Lycaenidae","Icaricia","icaroides",1
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Nymphalidae","Limenitis","lorquini",1
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Nymphalidae","Argynnis","callippe",2
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Nymphalidae","Euphydryas","anicia",2
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Hesperiidae","Hesperia","colorado",2
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Lycaenidae","Icaricia","icaroides",1
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Hesperiidae","Hesperia",NA,1
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Nymphalidae","Coenonnympha","california",1
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Nymphalidae","Argynnis",NA,2
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Hesperiidae","Thymelicus","lineola",1
7,6,4,"Freya","ABR",49.4194,-129.5247,909,15:13:00,900,28,1.5,1,"sunny","Lycaenidae","Plebejus","melissa",1
7,7,4,"Freya","PSL",50.6633,-120.3285,447,11:00:00,840,28,1,3,"partly cloudy","Nymphalidae","Argynnis","callippe",1
7,7,4,"Freya","KPP",50.6698,-120.4153,719,10:06:00,960,24,1.5,3,"sunny","Nymphalidae","Vanessa","cardui",1
7,7,4,"Freya","KPP",50.6698,-120.4153,719,10:06:00,960,24,1.5,3,"sunny","Nymphalidae","Cercyonis","sthenele",1
7,7,4,"Freya","KPP",50.6698,-120.4153,719,10:06:00,960,24,1.5,3,"sunny","Lycaenidae","Strymon","melinus",4
7,7,4,"Freya","KPP",50.6698,-120.4153,719,10:06:00,960,24,1.5,3,"sunny","Nymphalidae",NA,NA,2
7,7,4,"Freya","KPP",50.6698,-120.4153,719,10:06:00,960,24,1.5,3,"sunny","Nymphalidae","Phyciodes","pallida",1
7,7,4,"Freya","KPP",50.6698,-120.4153,719,10:06:00,960,24,1.5,3,"sunny","Lycaenidae","Plebejus",NA,1
7,7,4,"Freya","KPP",50.6698,-120.4153,719,10:06:00,960,24,1.5,3,"sunny","Pieridae","Colias",NA,1
7,7,4,"Freya","KPP",50.6698,-120.4153,719,10:06:00,960,24,1.5,3,"sunny","Nymphalidae","Argynnis","callippe",1
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Nymphalidae","Phyciodes",NA,10
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Nymphalidae","Oeneis","chryxus",2
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Nymphalidae","Cercyonis","oetus",2
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Lycaenidae",NA,NA,7
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Pieridae","Colias",NA,1
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Lycaenidae","Tharsalea","mariposa",1
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Nymphalidae",NA,NA,6
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Nymphalidae","Chlosyne",NA,1
7,7,4,"Freya","MMF",50.4953,-120.8061,1108,12:21:00,1020,24,2,3,"partly cloudy","Nymphalidae","Chlosyne",NA,1
7,7,4,"Freya","FLT",49.6127,-121.0651,1241,15:10:00,1020,25,2.5,1,"sunny","Nymphalidae",NA,NA,3
7,7,4,"Freya","FLT",49.6127,-121.0651,1241,15:10:00,1020,25,2.5,1,"sunny","Papilionidae","Papilio",NA,1
7,7,4,"Freya","FLT",49.6127,-121.0651,1241,15:10:00,1020,25,2.5,1,"sunny","Lycaenidae","Icaricia","icaroides",1
7,7,4,"Freya","FLT",49.6127,-121.0651,1241,15:10:00,1020,25,2.5,1,"sunny","Nymphalidae","Nymphalis","california",2
7,7,4,"Freya","FLT",49.6127,-121.0651,1241,15:10:00,1020,25,2.5,1,"sunny","Nymphalidae","Polygonia",NA,3
7,7,4,"Freya","FLT",49.6127,-121.0651,1241,15:10:00,1020,25,2.5,1,"sunny","Nymphalidae","Boloria","epithore",2
7,7,4,"Freya","FLT",49.6127,-121.0651,1241,15:10:00,1020,25,2.5,1,"sunny","Nymphalidae","Argynnis","hydaspe",1
7,8,4,"Freya","JMS",49.1971,-119.7834,407,11:01:00,900,22,3,1,"partly cloudy","Pieridae","Pieris","rapae",2
7,8,4,"Freya","JMS",49.1971,-119.7834,407,11:01:00,900,22,3,1,"partly cloudy","Hesperiidae",NA,NA,1
7,8,4,"Freya","JMS",49.1971,-119.7834,407,11:01:00,900,22,3,1,"partly cloudy","Nymphalidae","Nymphalis","california",1
7,8,4,"Freya","JMS",49.1971,-119.7834,407,11:01:00,900,22,3,1,"partly cloudy","Papilionidae","Papilio","multicaudata",1
7,8,4,"Freya","JMS",49.1971,-119.7834,407,11:01:00,900,22,3,1,"partly cloudy","Papilionidae","Papilio","rutulus",1
7,8,4,"Freya","KWL",49.3013,-119.6279,571,10:00:00,840,23,2,1,"partly cloudy","Pieridae","Pieris","rapae",2
7,8,4,"Freya","KWL",49.3013,-119.6279,571,10:00:00,840,23,2,1,"partly cloudy","Pieridae","Colias",NA,3
7,8,4,"Freya","KWL",49.3013,-119.6279,571,10:00:00,840,23,2,1,"partly cloudy","Pieridae","Pontia",NA,1
7,8,4,"Freya","KWL",49.3013,-119.6279,571,10:00:00,840,23,2,1,"partly cloudy","Pieridae",NA,NA,2
7,8,4,"Freya","KWL",49.3013,-119.6279,571,10:00:00,840,23,2,1,"partly cloudy","Papilionidae","Papilio",NA,1
7,8,4,"Freya","KWL",49.3013,-119.6279,571,10:00:00,840,23,2,1,"partly cloudy","Hesperiidae",NA,NA,1
7,8,4,"Freya","OKF",49.3384,-119.5804,340,13:46:00,840,30,1.5,1,"sunny","Nymphalidae",NA,NA,1
7,8,4,"Freya","OKF",49.3384,-119.5804,340,13:46:00,840,30,1.5,1,"sunny","Pieridae","Pieris","rapae",4
7,8,4,"Freya","RTT",49.0887,-119.5351,287,12:11:00,900,26,3,1,"sunny","Pieridae","Pieris","rapae",10
7,8,4,"Freya","RTT",49.0887,-119.5351,287,12:11:00,900,26,3,1,"sunny","Lycaenidae","Tharsalea","helloides",1
7,8,4,"Freya","KSP",49.3918,-119.5891,322,14:53:00,780,29,0.5,1,"sunny","Papilionidae","Papilio",NA,2
7,8,4,"Freya","KSP",49.3918,-119.5891,322,14:53:00,780,29,0.5,1,"sunny","Pieridae","Pieris","rapae",1
7,8,4,"Freya","KMP",49.8645,-119.4583,351,14:00:00,780,28,0,1,"sunny","Pieridae","Pieris","rapae",6
7,9,4,"Freya","PML",49.5049,-119.6405,491,11:26:00,960,23,1.5,1,"sunny","Pieridae","Pieris","rapae",6
7,9,4,"Freya","PML",49.5049,-119.6405,491,12:26:00,960,23,1.5,1,"sunny","Lycaenidae","Strymon","melinus",1
7,9,4,"Freya","PML",49.5049,-119.6405,491,13:26:00,960,23,1.5,1,"sunny","Papilionidae","Papilio",NA,1
