month,day,week,observer,transect,quadrat,location_m,side,num_units,floral_unit,unit_size,cover_pct,colour,family,genus,species,infraspecies,origin,nectar,area_cm_2,notes,lookup_helper
5,27,1,Phoebe,ABR,3,212,R,92,infl,small,1,yellow,Fabaceae,Medicago,lupulina,NA,Non-native,,,,Medicago lupulina NA
5,27,1,Phoebe,ABR,4,354,R,1,head,medium,1,yellow,Asteraceae,Taraxacum,NA,NA,NA,Y,,Taxonomy,Taraxacum NA NA
5,27,1,Phoebe,ABR,5,481,R,1,infl,large,1,purple,Fabaceae,Lupinus,sericeus,NA,Native,,,,Lupinus sericeus NA
5,27,1,Phoebe,ABR,5,481,R,3,infl,small,1,yellow,Fabaceae,Medicago,lupulina,NA,Non-native,,,,Medicago lupulina NA
5,27,1,Phoebe,OHRb,1,3,L,15,flr,small,1,yellow,Rosaceae,Potentilla,argentea,NA,Non-native,,,,Potentilla argentea NA
5,27,1,Phoebe,OHRb,2,200,L,7,flr,medium,1,purple,Fabaceae,Vicia,americana,NA,Native,,,,Vicia americana NA
5,27,1,Phoebe,OHRb,3,244,L,4,flr,medium,1,purple,Fabaceae,Vicia,americana,NA,Native,,,,Vicia americana NA
5,27,1,Phoebe,OHRb,3,244,L,4,flr,medium,1,white,Rosaceae,Drymocallis,convallaria,NA,Native,,,,Drymocallis convallaria NA
5,27,1,Phoebe,OHRb,3,244,L,2,infl,medium,1,red,Orobanchaceae,Castilleja,hispida,NA,Native,,,,Castilleja hispida NA
5,27,1,Phoebe,OHRb,4,303,L,71,stm,medium,2,purple,Fabaceae,Astragalus,miser,NA,Native,,,,Astragalus miser NA
5,27,1,Phoebe,OHRb,5,413,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,28,1,Phoebe,KSP,1,6,R,2,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,KSP,2,138,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,28,1,Phoebe,KSP,3,287,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,28,1,Phoebe,KSP,4,341,L,2,infl,medium,1,purple,Fabaceae,Vicia,villosa,NA,Non-native,,,,Vicia villosa NA
5,28,1,Phoebe,KSP,5,406,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,28,1,Phoebe,OKF,1,65,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,28,1,Phoebe,OKF,2,198,L,16,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,OKF,3,213,L,1,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,OKF,3,213,L,14,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
5,28,1,Phoebe,OKF,4,342,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,28,1,Phoebe,OKF,5,447,L,5,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,KWL,1,23,R,2,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,"Either S. loeselii or altissimum, both introduced. ",Sisymbrium loeselii NA
5,28,1,Phoebe,KWL,2,140,L,28,infl,small,1,yellow,Fabaceae,Medicago,lupulina,NA,Non-native,,,,Medicago lupulina NA
5,28,1,Phoebe,KWL,3,284,R,39,infl,medium,4,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,KWL,3,284,R,7,flr,small,1,yellow,Brassicaceae,Sisymbrium,altissimum,NA,Non-native,,,,Sisymbrium altissimum NA
5,28,1,Phoebe,KWL,4,304,L,32,infl,medium,2,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,KWL,4,304,L,1,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,KWL,5,500,L,4,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,RTT,1,51,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,28,1,Phoebe,RTT,2,115,L,50,infl,large,6,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,RTT,3,299,L,264,infl,medium,15,white,Brassicaceae,Berteroa,incana,NA,Non-native,,,,Berteroa incana NA
5,28,1,Phoebe,RTT,3,299,L,14,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
5,28,1,Phoebe,RTT,4,387,L,34,infl,large,3,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,RTT,4,387,L,183,infl,medium,9,white,Brassicaceae,Berteroa,incana,NA,Non-native,,,,Berteroa incana NA
5,28,1,Phoebe,RTT,5,456,L,23,infl,large,2,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,28,1,Phoebe,RTT,5,456,L,134,infl,medium,6,white,Brassicaceae,Berteroa,incana,NA,Non-native,,,,Berteroa incana NA
5,29,1,Phoebe,RRP,1,3,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,29,1,Phoebe,RRP,2,173,L,2,flr,small,1,pink,Apocynaceae ,Apocynum,androsaemifolium,NA,Native,,,,Apocynum androsaemifolium NA
5,29,1,Phoebe,RRP,3,266,R,2,head,medium,1,yellow,Asteraceae,Crepis,atribarba,NA,Native,,,,Crepis atribarba NA
5,29,1,Phoebe,RRP,4,382,L,21,infl,medium,1,purple,Fabaceae,Astragalus,miser,NA,Native,,,,Astragalus miser NA
5,29,1,Phoebe,RRP,4,382,L,1,infl,medium,1,yellow,Melanthiaceae,Toxicoscordion,venenosum,NA,Native,,,,Toxicoscordion venenosum NA
5,29,1,Phoebe,RRP,5,406,L,24,stm,large,10,white,Asteraceae,Achillea,millefolium,NA,Non-native,Y,,Achillea,Achillea millefolium NA
5,29,1,Phoebe,KMP,1,91,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,29,1,Phoebe,KMP,2,134,R,61,infl,small,1,yellow,Fabaceae,Medicago,lupulina,NA,Non-native,,,,Medicago lupulina NA
5,29,1,Phoebe,KMP,3,229,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,29,1,Phoebe,KMP,4,335,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,29,1,Phoebe,KMP,5,464,L,6,infl,small,1,purple,Fabaceae,Trifolium,pratense,NA,Non-native,Y,,,Trifolium pratense NA
5,29,1,Phoebe,UBC,1,36,R,6,infl,medium,1,purple,Fabaceae,Vicia,villosa,NA,Non-native,,,,Vicia villosa NA
5,29,1,Phoebe,UBC,2,111,L,65,infl,medium,1,pink,Apocynaceae ,Apocynum,androsaemifolium,NA,Native,,,,Apocynum androsaemifolium NA
5,29,1,Phoebe,UBC,2,111,L,2,stm,large,1,white,Asteraceae,Achillea,millefolium,NA,Non-native,Y,,,Achillea millefolium NA
5,29,1,Phoebe,UBC,3,285,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,29,1,Phoebe,UBC,4,338,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,29,1,Phoebe,UBC,5,409,R,2,stm,large,1,white,Asteraceae,Achillea,millefolium,NA,Non-native,Y,,,Achillea millefolium NA
5,29,1,Phoebe,UBC,5,409,R,4,head,large,1,yellow,Asteraceae,Gaillardia,aristata,NA,Native,,,,Gaillardia aristata NA
5,29,1,Phoebe,UBC,5,409,R,9,infl,medium,1,purple,Fabaceae,Astragalus,miser,NA,Native,,,,Astragalus miser NA
5,29,1,Phoebe,PML,1,54,L,10,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
5,29,1,Phoebe,PML,2,103,R,19,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
5,29,1,Phoebe,PML,3,238,R,1,head,large,1,yellow,Asteraceae,Tragopogon,dubius,NA,Non-native,,,,Tragopogon dubius NA
5,29,1,Phoebe,PML,3,238,R,1,infl,large,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
5,29,1,Phoebe,PML,4,344,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,29,1,Phoebe,PML,5,416,R,1,head,large,1,yellow,Asteraceae,Tragopogon,dubius,NA,Non-native,,,,Tragopogon dubius NA
5,30,1,Phoebe,PSL,1,78,R,5,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
5,30,1,Phoebe,PSL,1,78,R,1,head,small,1,yellow,Asteraceae,Heterotheca,NA,NA,Native,NA,,Taxonomy,Heterotheca NA NA
5,30,1,Phoebe,PSL,1,78,R,1,head,small,1,yellow,Asteraceae,Crepis,atribarba,NA,Native,,,,Crepis atribarba NA
5,30,1,Phoebe,PSL,2,180,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,30,1,Phoebe,PSL,3,249,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,30,1,Phoebe,PSL,4,312,R,50,infl,medium,2,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
5,30,1,Phoebe,PSL,5,448,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,30,1,Phoebe,MMF,1,13,R,1,head,medium,1,yellow,Asteraceae,Taraxacum,NA,NA,NA,Y,,Taxonomy,Taraxacum NA NA
5,30,1,Phoebe,MMF,2,199,L,10,infl,small,1,yellow,Rubiaceae,Galium,boreale,NA,Native,,,,Galium boreale NA
5,30,1,Phoebe,MMF,3,210,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,30,1,Phoebe,MMF,4,364,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,30,1,Phoebe,MMF,5,408,L,1,flr,small,1,white,Rosaceae,Fragaria,virginiana,NA,Native,,,,Fragaria virginiana NA
5,30,1,Phoebe,KPP,1,51,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,30,1,Phoebe,KPP,2,152,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,30,1,Phoebe,KPP,3,221,L,2,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
5,30,1,Phoebe,KPP,4,341,R,48,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
5,30,1,Phoebe,KPP,5,491,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,31,1,Shayden,BGP,1,73,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,31,1,Shayden,BGP,2,101,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
5,31,1,Shayden,BGP,3,235,R,25,infl,small,1,yellow,Brassicaceae,Sisymbrium,officinale,NA,Non-native,Y,,,Sisymbrium officinale NA
5,31,1,Shayden,BGP,3,235,R,5,flr,small,1,purple,Geraniaceae,Erodium,cicutarium,NA,Non-native,,,,Erodium cicutarium NA
5,31,1,Shayden,BGP,4,386,R,5,infl,small,1,purple,Fabaceae,Trifolium,pratense,NA,Non-native,Y,,,Trifolium pratense NA
5,31,1,Shayden,BGP,4,386,R,8,stm,medium,1,yellow,Hypericaceae,Hypericum,perforatum,NA,Non-native,,,,Hypericum perforatum NA
5,31,1,Shayden,BGP,5,404,L,42,infl,small,3,purple,Fabaceae,Trifolium,pratense,NA,Non-native,Y,,,Trifolium pratense NA
6,7,2,Phoebe,FLT,1,50,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,7,2,Phoebe,FLT,2,199,R,10,flr,medium,1,yellow,Violaceae,Viola,glabella,NA,Native,,,,Viola glabella NA
6,7,2,Phoebe,FLT,3,297,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,7,2,Phoebe,FLT,4,303,R,4,stm,medium,1,white,Caprifoliaceae ,Valeriana,sitchensis,NA,Native,,,,Valeriana sitchensis NA
6,7,2,Phoebe,FLT,5,473,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,7,2,Phoebe,RRP,1,73,R,6,stm,large,2,yellow,Polygonaceae,Eriogonum,heracleoides,NA,Native,,,,Eriogonum heracleoides NA
6,7,2,Phoebe,RRP,2,119,R,2,stm,large,1,white,Asteraceae,Achillea,millefolium,NA,Non-native,Y,,,Achillea millefolium NA
6,7,2,Phoebe,RRP,3,278,R,6,stm,large,1,white,Rosaceae,Spiraea,lucida,NA,Native,,,,Spiraea lucida NA
6,7,2,Phoebe,RRP,4,308,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,7,2,Phoebe,RRP,5,439,L,17,infl,small,1,yellow,Brassicaceae,Sisymbrium,altissimum,NA,Non-native,,,,Sisymbrium altissimum NA
6,7,2,Phoebe,UBC,1,42,R,23,flr,small,1,yellow,Rosaceae,Potentilla,argentea,NA,Non-native,,,,Potentilla argentea NA
6,7,2,Phoebe,UBC,1,42,R,2,stm,medium,1,white,Asteraceae,Achillea,millefolium,NA,Non-native,Y,,,Achillea millefolium NA
6,7,2,Phoebe,UBC,2,141,L,11,flr,medium,1,yellow,Rosaceae,Potentilla,recta,NA,Non-native,,,,Potentilla recta NA
6,7,2,Phoebe,UBC,3,286,L,37,flr,small,1,yellow,Rosaceae,Potentilla,argentea,NA,Non-native,,,,Potentilla argentea NA
6,7,2,Phoebe,UBC,3,286,L,1,stm,medium,1,white,Asteraceae,Achillea,millefolium,NA,Non-native,Y,,,Achillea millefolium NA
6,7,2,Phoebe,UBC,4,311,R,4,flr,small,1,yellow,Rosaceae,Potentilla,argentea,NA,Non-native,,,,Potentilla argentea NA
6,7,2,Phoebe,UBC,4,311,R,2,head,small,1,"yellow, purple",Asteraceae,Erigeron,divergens,NA,Native,,,Maybe E. flagellaris? Both native. ,Erigeron divergens NA
6,7,2,Phoebe,UBC,4,311,R,8,infl,small,1,yellow,Fabaceae,Medicago,lupulina,NA,Non-native,,,,Medicago lupulina NA
6,7,2,Phoebe,UBC,5,485,R,14,flr,small,1,purple,Fabaceae,Astragalus,miser,NA,Native,,,Added missing family (FI),Astragalus miser NA
6,8,2,Phoebe,RTT,1,17,L,223,infl,medium,11,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
6,8,2,Phoebe,RTT,1,17,L,7,infl,medium,1,white,Brassicaceae,Berteroa,incana,NA,Non-native,,,,Berteroa incana NA
6,8,2,Phoebe,RTT,2,104,L,NA,NA,NA,35,white,Caryophyllaceae,Gypsophila,paniculata,NA,Non-native,,,,Gypsophila paniculata NA
6,8,2,Phoebe,RTT,3,229,L,NA,NA,NA,1,white,Caryophyllaceae,Gypsophila,paniculata,NA,Non-native,,,,Gypsophila paniculata NA
6,8,2,Phoebe,RTT,3,229,L,126,infl,medium,2,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,Removed white (FI),Medicago sativa NA
6,8,2,Phoebe,RTT,4,381,L,96,infl,medium,3,white,Brassicaceae,Berteroa,incana,NA,Non-native,,,,Berteroa incana NA
6,8,2,Phoebe,RTT,4,371,L,32,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,8,2,Phoebe,RTT,4,371,L,16,flr,small,1,white,Caryophyllaceae,Silene,latifolia,NA,Non-native,Y,,,Silene latifolia NA
6,8,2,Phoebe,RTT,4,371,L,1,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
6,8,2,Phoebe,RTT,5,436,L,178,infl,medium,3,white,Brassicaceae,Berteroa,incana,NA,Non-native,,,,Berteroa incana NA
6,8,2,Phoebe,RTT,5,436,L,51,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,8,2,Phoebe,JMS,1,38,R,32,infl,small,1,purple,Verbenaceae ,Verbena,bracteata,NA,Native,,,,Verbena bracteata NA
6,8,2,Phoebe,JMS,1,38,R,28,infl,medium,2,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
6,8,2,Phoebe,JMS,1,38,R,9,flr,small,1,yellow,Brassicaceae,Sisymbrium,altissimum,NA,Non-native,,,,Sisymbrium altissimum NA
6,8,2,Phoebe,JMS,2,103,L,21,infl,medium,1,medium,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
6,8,2,Phoebe,JMS,2,103,L,7,infl,large,1,white,Caryophyllaceae,Silene,vulgaris,NA,Non-native,,,,Silene vulgaris NA
6,8,2,Phoebe,JMS,2,103,L,1,head,large,1,yellow,Asteraceae,Tragopogon,dubius,NA,Non-native,,,,Tragopogon dubius NA
6,8,2,Phoebe,JMS,3,226,R,4,infl,medium,1,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
6,8,2,Phoebe,JMS,3,226,R,10,infl,large,1,white,Caryophyllaceae,Silene,vulgaris,NA,Non-native,,,,Silene vulgaris NA
6,8,2,Phoebe,JMS,3,226,R,265,infl,medium,5,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,8,2,Phoebe,JMS,4,320,L,26,infl,medium,2,yellow,Brassicaceae,Sisymbrium,loeselii,NA,Non-native,,,,Sisymbrium loeselii NA
6,8,2,Phoebe,JMS,4,320,L,2,head,large,1,yellow,Asteraceae,Tragopogon,dubius,NA,Non-native,,,,Tragopogon dubius NA
6,8,2,Phoebe,JMS,5,484,L,25,flr,small,1,yellow,Brassicaceae,Sisymbrium,altissimum,NA,Non-native,,,,Sisymbrium altissimum NA
6,8,2,Phoebe,JMS,5,484,L,144,infl,medium,3,"purple, white",Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,8,2,Phoebe,PML,1,50,L,19,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,8,2,Phoebe,PML,2,163,L,23,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,8,2,Phoebe,PML,3,216,R,48,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,8,2,Phoebe,PML,4,334,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,8,2,Phoebe,PML,5,446,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,8,2,Phoebe,KWL,1,29,L,71,infl,medium,1,purple,Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,8,2,Phoebe,KWL,2,106,R,1,infl,medium,1,white,Asteraceae,Achillea,millefolium,NA,Non-native,Y,,,Achillea millefolium NA
6,8,2,Phoebe,KWL,3,215,L,11,flr,small,1,yellow,Brassicaceae,Sisymbrium,altissimum,NA,Non-native,,,,Sisymbrium altissimum NA
6,8,2,Phoebe,KWL,3,215,L,52,infl,small,1,yellow,Fabaceae,Medicago,lupulina,NA,Non-native,,,,Medicago lupulina NA
6,8,2,Phoebe,KWL,4,384,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,8,2,Phoebe,KWL,5,460,R,21,infl,medium,1,"purple, blue",Fabaceae,Medicago,sativa,NA,Non-native,,,,Medicago sativa NA
6,9,2,Phoebe,KSP,1,3,L,1,stm,small,1,yellow,Plantaginaceae,Linaria,dalmatica,NA,Non-native,,,,Linaria dalmatica NA
6,9,2,Phoebe,KSP,2,116,R,4,infl,small,1,white,Fabaceae,Melilotus,albus,NA,Non-native,,,,Melilotus albus NA
6,9,2,Phoebe,KSP,2,116,R,10,infl,medium,1,yellow,Brassicaceae,Sisymbrium,altissimum,NA,Non-native,,,,Sisymbrium altissimum NA
6,9,2,Phoebe,KSP,3,300,R,3,infl,medium,1,white,Apocynaceae,Apocynum,cannabinum,NA,Native,,,,Apocynum cannabinum NA
6,9,2,Phoebe,KSP,4,375,R,1,stm,medium,1,yellow,Plantaginaceae,Linaria,dalmatica,NA,Non-native,,,,Linaria dalmatica NA
6,9,2,Phoebe,KSP,5,422,R,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,9,2,Phoebe,KMP,1,74,L,2,flr,small,1,pink,Convolvulaceae ,Convolvulus,arvensis,NA,Non-native,,,,Convolvulus arvensis NA
6,9,2,Phoebe,KMP,2,120,L,1,head,small,1,"yellow, white, purple",Asteraceae,Erigeron,philadelphicus,NA,Native,,,,Erigeron philadelphicus NA
6,9,2,Phoebe,KMP,3,239,L,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA NA NA
6,9,2,Phoebe,KMP,4,384,L,8,infl,small,1,purple,Fabaceae,Vicia,cracca,NA,Non-native,Y,,,Vicia cracca NA
