month,day,week,observer,transect,lat,lon,elevation_m,time_beg,time_end,temp_beg,temp_end,air_quality,weather,wind_beg,wind_end,family,genus,species,number,,,,,,
5,30,1,Freya,MMF,50.4953,-120.8061,1108,13:28,13:48,13,13,1,partly cloudy,1,2,Lycaenidae,Glaucopsyche,lygdamus,1,,,,,,
5,30,1,Freya,MMF,50.4953,-120.8061,1108,13:28,13:48,13,13,1,partly cloudy,1,2,Lycaenidae,Everes,amytula,1,,,,,,
5,30,1,Freya,MMF,50.4953,-120.8061,1108,13:28,13:48,13,13,1,partly cloudy,1,2,Hesperiidae,Erynnis,icelus,1,,,,,,
5,30,1,Freya,MMF,50.4953,-120.8061,1108,13:28,13:48,13,13,1,partly cloudy,1,2,Nymphalidae,Coenonnympha,california,1,,,,,,
5,30,1,Freya,MMF,50.4953,-120.8061,1108,13:28,13:48,13,13,1,partly cloudy,1,2,Nymphalidae,Boloria,bellona,1,,,,,,
5,30,1,Freya,KPP,50.6698,-120.4153,719,11:25,11:42,15,15,1,partly cloudy,2,3,Papilionidae,Papilio,multicaudata,3,,,,,,
5,30,1,Freya,KPP,50.6698,-120.4153,719,11:25,11:42,15,15,1,partly cloudy,2,3,Papilionidae,Papilio,NA,1,,,,,,
5,30,1,Freya,KPP,50.6698,-120.4153,719,11:25,11:42,15,15,1,partly cloudy,2,3,Lycaenidae,Glaucopsyche,lygdamus,3,,,,,,
5,30,1,Freya,KPP,50.6698,-120.4153,719,11:25,11:42,15,15,1,partly cloudy,2,3,Pieridae,Pontia,NA,2,,,,,,
5,30,1,Freya,PSL,50.6633,-120.3285,447,10:15,10:32,15,15,1,partly cloudy,2,3,Nymphalidae,Coenonnympha,california,1,,,,,,
5,30,1,Freya,PSL,50.6633,-120.3285,447,10:15,10:32,15,15,1,partly cloudy,2,3,Hesperiidae,Amblyscirtes,vialis,1,,,,,,
5,30,1,Freya,PSL,50.6633,-120.3285,447,10:15,10:32,15,15,1,partly cloudy,2,3,Lycaenidae,Glaucopsyche,lygdamus,7,,,,,,
5,30,1,Freya,PSL,50.6633,-120.3285,447,10:15,10:32,15,15,1,partly cloudy,2,3,Lycaenidae,NA,NA,1,,,,,,
5,31,1,Freya,BGP,49.0245,-123.0564,5,11:32,11:43,15,14,1,sunny,2,4,Pieridae,Pieris,rapae,1,,,,,,
6,8,2,Freya,RTT,49.0887,-119.5351,287,11:54,12:11,18,18,1,partly cloudy,2,2,Nymphalidae,Phyciodes,NA,1,,,,,,
6,8,2,Freya,RTT,49.0887,-119.5351,287,11:54,12:11,18,18,1,partly cloudy,2,2,Pieridae,NA,NA,5,,,,,,
6,8,2,Freya,RTT,49.0887,-119.5351,287,11:54,12:11,18,18,1,partly cloudy,2,2,Nymphalidae,Algais,milberti,3,,,,,,
6,8,2,Freya,KWL,49.3013,-119.6279,571,13:51,14:06,17,18,1,sunny,4,4,Hesperiidae,NA,NA,4,,,,,,
6,8,2,Freya,KWL,49.3013,-119.6279,571,13:51,14:06,17,18,1,sunny,4,4,Hesperiidae,Polites,sabuleti,3,,,,,,
6,8,2,Freya,KWL,49.3013,-119.6279,571,13:51,14:06,17,18,1,sunny,4,4,Pieridae,Euchloe,ausonides,1,,,,,,
6,8,2,Freya,KWL,49.3013,-119.6279,571,13:51,14:06,17,18,1,sunny,4,4,Hesperiidae,Polites,themistocles,1,,,,,,
6,8,2,Freya,KWL,49.3013,-119.6279,571,13:51,14:06,17,18,1,sunny,4,4,Lycaenidae,NA,NA,3,,,,,,
6,8,2,Freya,KWL,49.3013,-119.6279,571,13:51,14:06,17,18,1,sunny,4,4,Pieridae,Pieris,NA,1,,,,,,
6,8,2,Freya,OKF,49.3384,-119.5804,340,14:32,14:52,16,16,1,partly cloudy,0,0,Pieridae,NA,NA,1,,,,,,
6,8,2,Freya,OKF,49.3384,-119.5804,340,14:32,14:52,16,16,1,partly cloudy,0,0,Papilionidae,Papilio,NA,5,,,,,,
6,8,2,Freya,OKF,49.3384,-119.5804,340,14:32,14:52,16,16,1,partly cloudy,0,0,Pieridae,Pieris,rapae,3,,,,,,
6,8,2,Freya,KSP,49.3918,-119.5891,322,15:47,16:00,18,18,1,partly cloudy,0,0,Pieridae,Pieris,rapae,1,,,,,,
6,11,2,Freya,OHR,49.4214,-120.2563,568,10:22,10:37,18,18,1,sunny,1,2,Nymphalidae,Euphydryas,anicia,13,,,,,,
6,11,2,Freya,OHR,49.4214,-120.2563,568,10:22,10:37,18,18,1,sunny,1,2,Nymphalidae,Limenitis,lorquini,4,,,,,,
6,11,2,Freya,OHR,49.4214,-120.2563,568,10:22,10:37,18,18,1,sunny,1,2,Papilionidae,Papilio,multicaudata,1,,,,,,
6,11,2,Freya,OHR,49.4214,-120.2563,568,10:22,10:37,18,18,1,sunny,1,2,Nymphalidae,Coenonnympha,california,1,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Nymphalidae,Euphydryas,anicia,4,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Pieridae,Colias,NA,2,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Lycaenidae,Tharsalea,helloides,5,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Lycaenidae,NA,NA,11,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Lycaenidae,Icaricia,icaroides,1,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Nymphalidae,Coenonnympha,california,1,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Nymphalidae,Oeneis,chryxus,1,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Pieridae,Colias,eurytheme,1,,,,,,
6,11,2,Freya,ABR,49.4194,-129.5247,909,11:53,12:13,13,14,1,sunny,1,1,Nymphalidae,Argynnis,NA,1,,,,,,
6,11,2,Freya,PBM,49.4421,-120.5734,889,13:56,14:11,19,17,1,partly cloudy,2,2,Nymphalidae,Euphydryas,anicia,25,,,,,,
6,11,2,Freya,PBM,49.4421,-120.5734,889,13:56,14:11,19,17,1,partly cloudy,2,2,Hesperiidae,Erynnis,NA,2,,,,,,
6,11,2,Freya,PBM,49.4421,-120.5734,889,13:56,14:11,19,17,1,partly cloudy,2,2,Papilionidae,Papilio,NA,1,,,,,,
6,11,2,Freya,PBM,49.4421,-120.5734,889,13:56,14:11,19,17,1,partly cloudy,2,2,Nymphalidae,Erebia,epipsodea,2,,,,,,
6,11,2,Freya,PBM,49.4421,-120.5734,889,13:56,14:11,19,17,1,partly cloudy,2,2,Lycaenidae,Plebejus,idas,1,,,,,,
6,11,2,Freya,PBM,49.4421,-120.5734,889,13:56,14:11,19,17,1,partly cloudy,2,2,Lycaenidae,NA,NA,1,,,,,,
6,11,2,Freya,PBM,49.4421,-120.5734,889,13:56,14:11,19,17,1,partly cloudy,2,2,Nymphalidae,Polygonia,NA,1,,,,,,
6,11,2,Freya,MGT,49.0625,-120.7986,1185,15:28,15:44,16,16,1,sunny,3,2,Hesperiidae,Carterocephalus,skada,1,,,,,,
6,11,2,Freya,MGT,49.0625,-120.7986,1185,15:28,15:44,16,16,1,sunny,3,2,Papilionidae,Papilio,rutulus,1,,,,,,
6,12,2,Freya,CCM,49.1518,-122.0074,12,10:24,10:36,15,18,1,sunny,1,1,Papilionidae,Papilio,NA,1,,,,,,
6,12,2,Freya,GBH,49.0965,-122.0457,13,11:36,11:48,20,20,1,sunny,2,2,NA,NA,NA,0,,,,,,
6,12,2,Freya,BGP,49.0245,-123.0564,5,14:07,14:22,20,20,1,sunny,5,5,Pieridae,Pieris,rapae,4,,,,,,
6,12,2,Freya,PSP,49.2501,-123.1965,85,15:41,15:57,20,20,1,sunny,1,1,Nymphalidae,NA,NA,1,,,,,,
6,12,2,Freya,PSP,49.2501,-123.1965,85,15:41,15:57,20,20,1,sunny,1,1,Lycaenidae,Callophyrs,NA,1,,,,,,
6,12,2,Freya,PSP,49.2501,-123.1965,85,15:41,15:57,20,20,1,sunny,1,1,Papilionidae,Papilio,NA,2,,,,,,
6,14,2,Freya,RBG,48.4935,-123.3822,20,14:44,14:58,27,27,1,sunny,0,0,Nymphalidae,Limetnitis,lorquini,2,,,,,,
6,14,2,Freya,BHT,48.4099,-123.3644,40,13:11,13:25,23,23,1,sunny,0,1,Pieridae,Pieris,rapae,1,,,,,,
6,14,2,Freya,BHT,48.4099,-123.3644,40,13:11,13:25,23,23,1,sunny,0,1,Hesperiidae,Thymelicus,lineola,2,,,,,,
6,14,2,Freya,HRP,48.4355,-123.4065,74,11:19,11:30,24,24,1,sunny,1,1,Papilionidae,Papilio,rutulus,2,,,,,,
6,14,2,Freya,HRP,48.4355,-123.4065,74,11:19,11:30,24,24,1,sunny,1,1,Nymphalidae,Limenitis,lorquini,2,,,,,,
6,14,2,Freya,HRP,48.4355,-123.4065,74,11:19,11:30,24,24,1,sunny,1,1,Papilionidae,Papilio,eurymedon,1,,,,,,
6,14,2,Freya,CHP,48.47404,-123.3768,105,10:00,10:14,20,22,1,sunny,0,2,Nymphalidae,Limenitis,lorquini,4,,,,,,
6,14,2,Freya,CHP,48.47404,-123.3768,105,10:00,10:14,20,22,1,sunny,0,2,Papilionidae,Papilio,rutulus,1,,,,,,
6,14,2,Freya,CHP,48.47404,-123.3768,105,10:00,10:14,20,22,1,sunny,0,2,Lycaenidae,NA,NA,1,,,,,,
6,21,3,Freya,PSP,49.2501,-123.1965,85,10:16,10:28,18,18,1,sunny,0,2,Papilionidae,Papilio,rutulus,4,,,,,,
6,21,3,Freya,PSP,49.2501,-123.1965,85,10:16,10:28,18,18,1,sunny,0,2,Papilionidae,Papilio,eurymedon,1,,,,,,
6,21,3,Freya,BGP,49.0245,-123.0564,5,11:57,12:10,20,20,1,sunny,0,1,Pieridae,Pieris,rapae,2,,,,,,
6,21,3,Freya,BGP,49.0245,-123.0564,5,11:57,12:10,20,20,1,sunny,0,1,Hesperiidae,Thymelicus,lineola,1,,,,,,
6,21,3,Freya,CCM,49.1518,-122.0074,12,14:08,14:27,25,25,1,sunny,3,2,Pieridae,Pieris,rapae,1,,,,,,
6,21,3,Freya,CCM,49.1518,-122.0074,12,14:08,14:27,25,25,1,sunny,3,2,Nymphalidae,Limenitis,lorquini,1,,,,,,
6,21,3,Freya,CCM,49.1518,-122.0074,12,14:08,14:27,25,25,1,sunny,3,2,Papilionidae,Papilio,rutulus,1,,,,,,
6,21,3,Freya,GBH,49.0965,-122.0457,13,15:13,15:27,26,26,1,sunny,4,1,Papilionidae,Papilio,eurymedon,1,,,,,,
6,22,3,Freya,BHT,48.4099,-123.3644,40,10:15,10:31,19,19,1,sunny,1,1,Hesperiidae,Thymelicus,lineola,20,,,,,,
6,22,3,Freya,HRP,48.4355,-123.4065,74,11:34,11:49,19,19,1,sunny,0,1,Nymphalidae,Limenitis,lorquini,5,,,,,,
6,22,3,Freya,HRP,48.4355,-123.4065,74,11:34,11:49,19,19,1,sunny,0,1,Papilionidae,Papilio,rutulus,7,,,,,,
6,22,3,Freya,HRP,48.4355,-123.4065,74,11:34,11:49,19,19,1,sunny,0,1,Nymphalidae,NA,NA,2,,,,,,
6,22,3,Freya,RBG,48.4935,-123.3822,20,13:03,13:17,26,26,1,sunny,1,0,Nymphalidae,Limenitis,lorquini,3,,,,,,
6,22,3,Freya,RBG,48.4935,-123.3822,20,13:03,13:17,26,26,1,sunny,1,0,Papilionidae,Papilio,rutulus,1,,,,,,
6,22,3,Freya,CHP,48.47404,-123.3768,105,13:57,14:13,26,27,1,sunny,1,0,Papilionidae,Papilio,eurymedon,1,,,,,,
6,22,3,Freya,CHP,48.47404,-123.3768,105,13:57,14:13,26,27,1,sunny,1,0,Nymphalidae,Limenitis,lorquini,3,,,,,,
6,22,3,Freya,CHP,48.47404,-123.3768,105,13:57,14:13,26,27,1,sunny,1,0,Papilionidae,Papilio,rutulus,1,,,,,,
6,23,3,Freya,MGT,49.0625,-120.7986,1185,11:03,11:18,17,18,1,sunny,1,1,Nymphalidae,Phyciodes,pulchella,4,,,,,,
6,23,3,Freya,MGT,49.0625,-120.7986,1185,11:03,11:18,17,18,1,sunny,1,1,Hesperiidae,Limochores,sonora,1,,,,,,
6,23,3,Freya,MGT,49.0625,-120.7986,1185,11:03,11:18,17,18,1,sunny,1,1,Nymphalidae,Nymphalis,california,1,,,,,,
6,23,3,Freya,MGT,49.0625,-120.7986,1185,11:03,11:18,17,18,1,sunny,1,1,Nymphalidae,NA,NA,1,,,,,,
6,23,3,Freya,JMS,49.1971,-119.7834,407,14:18,14:33,30,30,1,sunny,1,1,Pieridae,Colias,NA,1,,,,,,
6,23,3,Freya,JMS,49.1971,-119.7834,407,14:18,14:33,30,30,1,sunny,1,1,Pieridae,Pieris,rapae,9,,,,,,
6,23,3,Freya,JMS,49.1971,-119.7834,407,14:18,14:33,30,30,1,sunny,1,1,Papilionidae,Papilio,NA,2,,,,,,
6,23,3,Freya,OKF,49.3384,-119.5804,340,15:34,15:49,27,27,1,partly cloudy,2,3,Papilionidae,Papilio,NA,4,,,,,,
6,23,3,Freya,OKF,49.3384,-119.5804,340,15:34,15:49,27,27,1,partly cloudy,2,3,Papilionidae,Papilio,multicaudata,1,,,,,,
6,24,3,Freya,UBC,49.942,-119.3988,480,10:00,10:14,22,22,1,sunny,1,1,Pieridae,Pieris,rapae,1,,,,,,
6,24,3,Freya,UBC,49.942,-119.3988,480,10:00,10:14,22,22,1,sunny,1,1,Pieridae,NA,NA,3,,,,,,
6,24,3,Freya,UBC,49.942,-119.3988,480,10:00,10:14,22,22,1,sunny,1,1,Papilionidae,Papilio,NA,1,,,,,,
6,24,3,Freya,UBC,49.942,-119.3988,480,10:00,10:14,22,22,1,sunny,1,1,Nymphalidae,NA,NA,1,,,,,,
6,24,3,Freya,RRP,49.8802,-119.5763,575,12:23,12:37,27,27,1,sunny,2,1,Nymphalidae,Erebia,epipsodea,1,,,,,,
6,24,3,Freya,KMP,49.8645,-119.4583,351,10:56,11:13,25,25,1,sunny,0,1,Pieridae,Pieris,rapae,14,,,,,,
6,24,3,Freya,KMP,49.8645,-119.4583,351,10:56,11:13,25,25,1,sunny,0,1,Papilionidae,Papilio,NA,4,,,,,,
6,24,3,Freya,KMP,49.8645,-119.4583,351,10:56,11:13,25,25,1,sunny,0,1,Nymphalidae,NA,NA,2,,,,,,
6,24,3,Freya,KMP,49.8645,-119.4583,351,10:56,11:13,25,25,1,sunny,0,1,Pieridae,Colias,NA,1,,,,,,
6,24,3,Freya,PML,49.5049,-119.6405,491,14:06,14:22,27,27,1,partly cloudy,2,0,Papilionidae,Papilio,NA,7,,,,,,
6,24,3,Freya,PML,49.5049,-119.6405,491,14:06,14:22,27,27,1,partly cloudy,2,0,Hesperiidae,Amblyscirtes,vialis,1,,,,,,
6,24,3,Freya,PML,49.5049,-119.6405,491,14:06,14:22,27,27,1,partly cloudy,2,0,Pieridae,Pieris,rapae,1,,,,,,
6,24,3,Freya,PML,49.5049,-119.6405,491,14:06,14:22,27,27,1,partly cloudy,2,0,Nymphalidae,Cercyonis,pegala,1,,,,,,
6,24,3,Freya,PML,49.5049,-119.6405,491,14:06,14:22,27,27,1,partly cloudy,2,0,Lycaenidae,Everes,amyntula,1,,,,,,
6,25,3,Freya,OHR,49.4214,-120.2563,568,10:08,10:24,19,19,1,sunny,1,1,Nymphalidae,Limenitis,lorquini,2,,,,,,
6,25,3,Freya,OHR,49.4214,-120.2563,568,10:08,10:24,19,19,1,sunny,1,1,Nymphalidae,Euphydryas,anicia,17,,,,,,
6,25,3,Freya,OHR,49.4214,-120.2563,568,10:08,10:24,19,19,1,sunny,1,1,Pieridae,Pontia,NA,2,,,,,,
6,25,3,Freya,OHR,49.4214,-120.2563,568,10:08,10:24,19,19,1,sunny,1,1,Nymphalidae,Nymphalis,californica,3,,,,,,
6,25,3,Freya,OHR,49.4214,-120.2563,568,10:08,10:24,19,19,1,sunny,1,1,Papilionidae,Papilio,multicaudata,2,,,,,,
6,25,3,Freya,OHR,49.4214,-120.2563,568,10:08,10:24,19,19,1,sunny,1,1,Nymphalidae,Vanessa,cardui,2,,,,,,
6,25,3,Freya,OHR,49.4214,-120.2563,568,10:08,10:24,19,19,1,sunny,1,1,Nymphalidae,Erebia,epipsodea,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Lycaenidae,Tharsalea,heteronea,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Pieridae,Pieris,rapae,32,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Papilionidae,Papilio,NA,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Hesperiidae,NA,NA,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Nymphalidae,Vanessa,cardui,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Lycaenidae,Icaricia,icaroides,2,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Pieridae,Pontia,NA,3,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Lycaenidae,Strymon,melinus,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Pieridae,Colias,NA,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Papilionidae,Papilio,eurymedon,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Nymphalidae,Phyciodes,cocyta,1,,,,,,
6,25,3,Freya,KWL,49.3013,-119.6279,571,11:31,11:49,27,27,1,sunny,3,2,Nymphalidae,Argynnis,NA,1,,,,,,
6,25,3,Freya,RTT,49.0887,-119.5351,287,12:55,13:11,29,29,1,sunny,3,3,Lycaenidae,NA,NA,1,,,,,,
6,25,3,Freya,RTT,49.0887,-119.5351,287,12:55,13:11,29,29,1,sunny,3,3,Pieridae,Pieris,rapae,1,,,,,,
6,25,3,Freya,RTT,49.0887,-119.5351,287,12:55,13:11,29,29,1,sunny,3,3,Pieridae,Colias,NA,2,,,,,,
6,25,3,Freya,RTT,49.0887,-119.5351,287,12:55,13:11,29,29,1,sunny,3,3,Pieridae,Pontia,NA,2,,,,,,
6,25,3,Freya,RTT,49.0887,-119.5351,287,12:55,13:11,29,29,1,sunny,3,3,Pieridae,NA,NA,5,,,,,,
6,25,3,Freya,KSP,49.3918,-119.5891,322,14:24,14:40,30,30,1,sunny,3,1,Lycaenidae,Strymon,melinus,2,,,,,,
6,25,3,Freya,KSP,49.3918,-119.5891,322,14:24,14:40,30,30,1,sunny,3,1,Pieridae,NA,NA,1,,,,,,
6,25,3,Freya,KSP,49.3918,-119.5891,322,14:24,14:40,30,30,1,sunny,3,1,Nymphalidae,NA,NA,1,,,,,,
6,25,3,Freya,KSP,49.3918,-119.5891,322,14:24,14:40,30,30,1,sunny,3,1,Pieridae,Pieris,rapae,1,,,,,,
6,25,3,Freya,KSP,49.3918,-119.5891,322,14:24,14:40,30,30,1,sunny,3,1,Papilionidae,Papilio,NA,2,,,,,,
6,26,3,Freya,PSL,50.6633,-120.3285,447,11:56,12:09,19,19,1,cloudy,3,1,NA,NA,NA,0,,,,,,
6,26,3,Freya,KPP,50.6698,-120.4153,719,12:48,13:01,19,20,1,cloudy,0,1,Lycaenidae,Strymon,melinus,1,,,,,,
6,26,3,Freya,KPP,50.6698,-120.4153,719,12:48,13:01,19,20,1,cloudy,0,1,Nymphalidae,Argynnis,NA,,,,,,,
6,27,3,Freya,ABR,49.4194,-129.5247,909,11:08,11:22,14,15,1,partly cloudy,3,1,Nymphalidae,Limenitis,lorquini,1,,,,,,
6,27,3,Freya,ABR,49.4194,-129.5247,909,11:08,11:22,14,15,1,partly cloudy,3,1,Nymphalidae,Argynnis,NA,9,,,,,,
7,6,4,Freya,GBH,49.0965,-122.0457,13,11:13,11:29,23,23,3,sunny,1,0,Pieridae,Pieris,rapae,4,,,,,,
7,6,4,Freya,CCM,49.1518,-122.0074,12,10:11,10:23,21,21,3,sunny,2,0,Pieridae,Pieris,rapae,1,,,,,,
7,6,4,Freya,CCM,49.1518,-122.0074,12,10:11,10:23,21,21,3,sunny,2,0,Nymphalidae,Vanessa,cardui,1,,,,,,
7,6,4,Freya,MGT,49.0625,-120.7986,1185,13:33,13:47,24,24,1,sunny,2,1,Nymphalidae,Phyciodes,pulchella,2,,,,,,
7,6,4,Freya,MGT,49.0625,-120.7986,1185,13:33,13:47,24,24,1,sunny,2,1,Nymphalidae,Nymphalis,californica,7,,,,,,
7,6,4,Freya,MGT,49.0625,-120.7986,1185,13:33,13:47,24,24,1,sunny,2,1,Nymphalidae,Boloria,epithore,1,,,,,,
7,6,4,Freya,MGT,49.0625,-120.7986,1185,13:33,13:47,24,24,1,sunny,2,1,Lycaenidae,Icaricia,icaroides,1,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Nymphalidae,Limenitis,lorquini,1,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Nymphalidae,Argynnis,callippe,2,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Nymphalidae,Euphydryas,anicia,2,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Hesperiidae,Hesperia,colorado,2,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Lycaenidae,Icaricia,icaroides,1,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Hesperiidae,Hesperia,NA,1,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Nymphalidae,Coenonnympha,california,1,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Nymphalidae,Argynnis,NA,2,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Hesperiidae,Thymelicus,lineola,1,,,,,,
7,6,4,Freya,ABR,49.4194,-129.5247,909,15:13,15:28,28,28,1,sunny,2,1,Lycaenidae,Plebejus,melissa,1,,,,,,
7,7,4,Freya,PSL,50.6633,-120.3285,447,11:00,11:14,28,28,3,partly cloudy,1,1,Nymphalidae,Argynnis,callippe,1,,,,,,
7,7,4,Freya,KPP,50.6698,-120.4153,719,10:06,10:22,24,24,3,sunny,2,1,Nymphalidae,Vanessa,cardui,1,,,,,,
